DR Number,Date Reported,Date Occurred,Time Occurred,Area ID,Area Name,Reporting District,Crime Code,Crime Code Description,MO Codes,Victim Age,Victim Sex,Victim Descent,Premise Code,Premise Description,Weapon Used Code,Weapon Description,Status Code,Status Description,Crime Code 1,Crime Code 2,Crime Code 3,Crime Code 4,Address,Cross Street,Location ,Zip Codes
161822571,12/6/2016,12/6/2016,100,18,Southeast,1802,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202 0603 0443 0352,78,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341,,,,8900 S  BROADWAY,,"(33.9557, -118.2782)",90003
161822572,12/9/2016,12/8/2016,1900,18,Southeast,1802,510,VEHICLE - STOLEN,,0,,,104,DRIVEWAY,,,IC,Invest Cont,510,,,,100 E  87TH                         ST,,"(33.9591, -118.2739)",90003
161822573,12/8/2016,8/4/2016,1200,18,Southeast,1822,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 1817 0329 1202,86,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,740,,,,100 W  95TH                         ST,,"(33.9502, -118.2739)",90003
161822575,12/8/2016,12/7/2016,2000,18,Southeast,1822,350,"THEFT, PERSON",0913 1817 0344 0400,18,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,350,,,,CENTURY                      BL,MAIN                         ST,"(33.9456, -118.2739)",90003
161822576,12/8/2016,12/8/2016,2025,18,Southeast,1801,624,BATTERY - SIMPLE ASSAULT,1817 0361 0603 0444 0913,22,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,8600 S  FIGUEROA                     ST,,"(33.9555, -118.2871)",90044
161822577,12/8/2016,12/8/2016,1000,18,Southeast,1849,310,BURGLARY,0344 0329,52,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,2000 E  IMPERIAL                     HY,,"(33.9327, -118.2351)",90059
161822578,12/8/2016,12/8/2016,2320,18,Southeast,1871,440,THEFT PLAIN - PETTY ($950 & UNDER),1822 1309 0344 1300,23,M,H,101,STREET,,,IC,Invest Cont,440,,,,FIGUEROA                     ST,ROSECRANS,"(33.9019, -118.2827)",90248
161822579,12/8/2016,12/8/2016,1630,18,Southeast,1823,624,BATTERY - SIMPLE ASSAULT,1236 0400 0448 0355,35,F,B,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10000    AVALON                       BL,,"(33.947, -118.2684)",90003
161822580,12/8/2016,12/8/2016,1510,18,Southeast,1824,624,BATTERY - SIMPLE ASSAULT,0603 0361 0444 0913,42,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700 E  94TH                         ST,,"(33.9511, -118.263)",90003
161822581,12/8/2016,12/8/2016,400,18,Southeast,1871,330,BURGLARY FROM VEHICLE,1607 0344,35,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,,600 W  149TH                        ST,,"(33.8967, -118.2857)",90248
161822582,12/8/2016,12/8/2016,2000,18,Southeast,1822,624,BATTERY - SIMPLE ASSAULT,1817 1202 0913 0444,68,F,B,518,TRANSITIONAL HOUSING/HALFWAY HOUSE,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,9600 S  FIGUEROA                     ST,,"(33.9492, -118.2827)",90044
161822583,12/8/2016,12/8/2016,900,18,Southeast,1801,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1307 1202 0329,65,M,B,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,87TH                         ST,DENVER                       ST,"(33.9587, -118.2839)",90044
161822584,12/9/2016,12/8/2016,2230,18,Southeast,1829,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300 1307,24,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,2100 E  102ND                        ST,,"(33.9439, -118.2346)",90002
161822585,12/8/2016,12/8/2016,1720,18,Southeast,1842,350,"THEFT, PERSON",0344 0400,41,F,B,124,BUS STOP,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,350,,,,103RD                        ST,GRANDEE,"(33.9347, -118.2761)",90061
161822588,12/8/2016,12/8/2016,1200,18,Southeast,1832,310,BURGLARY,344,42,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,10500 S  BROADWAY,,"(33.941, -118.2781)",90003
161822589,12/9/2016,12/9/2016,320,18,Southeast,1849,903,CONTEMPT OF COURT,2000 0432 0319 1814 0913,35,F,B,511,PROJECT/TENEMENT/PUBLIC HOUSING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,903,,,,2000 E  115TH                        ST,,"(33.9305, -118.2363)",90059
161822593,12/8/2016,12/8/2016,1500,18,Southeast,1826,624,BATTERY - SIMPLE ASSAULT,1822 1223 0342 1313 0400 0416 0417 0429,48,M,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,88TH                         ST,CENTRAL                      AV,"(33.9485, -118.2461)",90002
161822594,12/9/2016,12/9/2016,1210,18,Southeast,1801,210,ROBBERY,0334 0337 0344,0,X,X,401,MINI-MART,201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,210,,,,9200 S  VERMONT                      AV,,"(33.9528, -118.2915)",90044
161822596,12/9/2016,12/8/2016,2030,18,Southeast,1891,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1300 0329,25,M,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,740,,,,165TH                        ST,VERMONT                      AV,"(33.8807, -118.2912)",90247
161822597,12/9/2016,12/8/2016,1400,18,Southeast,1823,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1202 0329,66,F,B,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,TOWNE                        AV,97TH                         ST,"(33.9483, -118.2673)",90003
161822599,12/9/2016,12/9/2016,740,18,Southeast,1801,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,8900    MENLO                        AV,,"(33.9565, -118.2904)",90044
161822601,12/9/2016,12/8/2016,2030,18,Southeast,1842,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,100 W  113TH                        ST,,"(33.932, -118.2739)",90061
161822602,12/9/2016,12/9/2016,830,18,Southeast,1806,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400 0444 0429,36,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,90TH                         ST,CENTRAL                      AV,"(33.9547, -118.2564)",90002
161822604,12/9/2016,12/8/2016,2000,18,Southeast,1862,330,BURGLARY FROM VEHICLE,1300 0344,57,M,B,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,120TH                        ST,SAN PEDRO                    ST,"(33.9237, -118.2696)",90061
161822605,12/9/2016,12/8/2016,2100,18,Southeast,1823,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 1307 0329,38,F,H,122,"VEHICLE, PASSENGER/TRUCK",500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,745,,,,200 E  102ND                        ST,,"(33.9438, -118.2717)",90003
161822607,12/9/2016,11/14/2016,1100,18,Southeast,1842,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1300 0344,39,F,B,217,AUTO REPAIR SHOP,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,420,,,,11300 S  MAIN                         ST,,"(33.932, -118.2739)",90061
161822612,12/9/2016,12/9/2016,755,18,Southeast,1824,922,CHILD STEALING,0602 1814 2000,43,M,B,704,ELEMENTARY SCHOOL,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,922,,,,9900    WADSWORTH                    AV,,"(33.9466, -118.2586)",90002
161822613,12/9/2016,12/9/2016,830,18,Southeast,1838,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,421,23,M,H,102,SIDEWALK,113,SIMULATED GUN,JA,Juv Arrest,930,,,,115TH                        ST,WILMINGTON                   AV,"(33.9399, -118.2362)",90002
161822614,12/9/2016,12/9/2016,830,18,Southeast,1837,210,ROBBERY,0400 0444 0429 0344,30,F,H,102,SIDEWALK,113,SIMULATED GUN,JA,Juv Arrest,210,,,,1800 E  114TH                        ST,,"(33.9311, -118.2402)",90059
161822615,12/9/2016,12/9/2016,1800,18,Southeast,1841,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,11200 S  FIGUEROA                     ST,,"(33.9367, -118.2871)",90044
161822616,12/9/2016,12/9/2016,1555,18,Southeast,1844,251,SHOTS FIRED AT INHABITED DWELLING,1100,0,X,X,203,OTHER BUSINESS,106,UNKNOWN FIREARM,IC,Invest Cont,251,,,,400 E  IMPERIAL                     HY,,"(33.9345, -118.2623)",90059
161822621,12/10/2016,12/10/2016,245,18,Southeast,1831,210,ROBBERY,0334 0302 0337 0344 0216 1236,23,M,O,401,MINI-MART,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,,500 W  EL SEGUNDO                   BL,,"(33.9201, -118.2868)",90044
161822623,12/9/2016,11/25/2016,1000,18,Southeast,1826,310,BURGLARY,1607 0344 1275,55,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,9800    DEFIANCE                     AV,,"(33.9474, -118.2453)",90002
161822624,12/9/2016,12/9/2016,1320,18,Southeast,1824,625,OTHER ASSAULT,0443 0432,20,F,H,102,SIDEWALK,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,9900    AVALON                       BL,,"(33.9465, -118.2652)",90003
161822625,12/9/2016,12/9/2016,1700,18,Southeast,1844,761,BRANDISH WEAPON,0334 0361 0601 1202 0302 0913 1817,74,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102,HAND GUN,IC,Invest Cont,761,,,,10800    AVALON                       BL,,"(33.9345, -118.2623)",90059
161822626,12/9/2016,12/9/2016,1700,18,Southeast,1821,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1259 0908 0400 0416,16,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,822,,,,95TH                         ST,FIGUEROA                     ST,"(33.9501, -118.2827)",90044
161822627,12/9/2016,12/8/2016,1500,18,Southeast,1842,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1300,50,F,H,101,STREET,,,IC,Invest Cont,420,,,,109TH                        ST,BROADWAY,"(33.9374, -118.2781)",90061
161822628,12/9/2016,12/7/2016,2230,18,Southeast,1834,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,35,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,341,,,,700 E  107TH                        ST,,"(33.9393, -118.263)",90002
161822629,12/9/2016,12/9/2016,30,18,Southeast,1842,761,BRANDISH WEAPON,0334 0906 0371,37,M,B,501,SINGLE FAMILY DWELLING,102,HAND GUN,IC,Invest Cont,761,,,,200 W  112TH                        ST,,"(33.933, -118.2761)",90061
161822630,12/9/2016,12/8/2016,1500,18,Southeast,1864,310,BURGLARY,0344 1601,38,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,900 E  120TH                        ST,,"(33.9237, -118.2597)",90059
161822631,12/9/2016,12/9/2016,1650,18,Southeast,1837,440,THEFT PLAIN - PETTY ($950 & UNDER),344,57,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,440,,,,1800 E  109TH                        PL,,"(33.9362, -118.2393)",90059
161822632,12/9/2016,12/8/2016,1700,18,Southeast,1842,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,63,M,H,101,STREET,,,IC,Invest Cont,420,,,,10800 S  BROADWAY,,"(33.9383, -118.2781)",90061
161822633,12/9/2016,12/9/2016,100,18,Southeast,1881,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),0344 1601,27,M,B,101,STREET,,,IC,Invest Cont,331,,,,127TH                        ST,FIGUEROA,"(33.8887, -118.287)",90247
161822634,12/9/2016,12/8/2016,1700,18,Southeast,1842,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,35,F,H,101,STREET,,,IC,Invest Cont,420,,,,10800 S  BROADWAY,,"(33.9383, -118.2781)",90061
161822635,12/10/2016,12/10/2016,35,18,Southeast,1846,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1814,24,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,1300 E  111TH                        PL,,"(33.9331, -118.2511)",90059
161822636,12/9/2016,12/9/2016,2335,18,Southeast,1841,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),344,44,F,H,101,STREET,,,IC,Invest Cont,420,,,,700 W  107TH                        ST,,"(33.9391, -118.2869)",90044
161822637,12/10/2016,12/9/2016,2355,18,Southeast,1821,949,ILLEGAL DUMPING,2000 0432 1813,56,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,949,,,,800 W  95TH                         ST,,"(33.9501, -118.2893)",90044
161822638,12/10/2016,12/10/2016,400,18,Southeast,1849,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,35,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,,2000 E  115TH                        ST,,"(33.9305, -118.2363)",90059
161822639,12/10/2016,12/9/2016,1830,18,Southeast,1849,330,BURGLARY FROM VEHICLE,344,20,F,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,2200 E  114TH                        ST,,"(33.9315, -118.2335)",90059
161822640,12/10/2016,12/9/2016,2315,18,Southeast,1824,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0906 0450 0371,25,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,CENTURY                      BL,CENTRAL                      AV,"(33.9457, -118.2541)",90002
161822641,12/10/2016,12/9/2016,2315,18,Southeast,1824,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 0906 0450 0371,30,M,H,101,STREET,102,HAND GUN,IC,Invest Cont,230,,,,CENTURY                      BL,CENTRAL                      AV,"(33.9457, -118.2541)",90002
161822642,12/10/2016,12/9/2016,2300,18,Southeast,1841,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 W  105TH                        ST,,"(33.9407, -118.2894)",90044
161822652,12/9/2016,12/9/2016,1725,18,Southeast,1802,210,ROBBERY,0400 0344 1822,45,M,H,102,SIDEWALK,113,SIMULATED GUN,JA,Juv Arrest,210,,,,88TH                         ST,WALL                         ST,"(33.9572, -118.2717)",90003
161822653,12/10/2016,12/10/2016,30,18,Southeast,1846,330,BURGLARY FROM VEHICLE,0344 1307 0913,22,M,H,101,STREET,,,AO,Adult Other,330,,,,1500 E  115TH                        ST,,"(33.9303, -118.2487)",90059
161822654,12/9/2016,12/9/2016,2015,18,Southeast,1863,440,THEFT PLAIN - PETTY ($950 & UNDER),2000 0416,41,F,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,626,,,118TH                        ST,STANFORD                     AV,"(33.9265, -118.2622)",90059
161822655,12/10/2016,12/9/2016,1800,18,Southeast,1836,900,VIOLATION OF COURT ORDER,2000,27,M,B,704,ELEMENTARY SCHOOL,,,AO,Adult Other,900,,,,1500 E  104TH                        ST,,"(33.9415, -118.2483)",90002
161822662,12/11/2016,12/11/2016,130,18,Southeast,1804,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,88TH                         PL,MCKINLEY,"(33.9565, -118.2608)",90002
161822663,12/11/2016,12/11/2016,130,18,Southeast,1804,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,88TH                         PL,MCKINLEY,"(33.9565, -118.2608)",90002
161822664,12/11/2016,12/11/2016,600,18,Southeast,1839,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,108TH,KALMIA,"(33.9374, -118.2321)",90059
161822665,12/10/2016,12/10/2016,1430,18,Southeast,1862,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1817 0913 0421,53,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,200 E  119TH                        ST,,"(33.9247, -118.2717)",90061
161822666,12/10/2016,12/10/2016,1430,18,Southeast,1862,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0421 0913,49,F,W,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,200 E  119TH                        ST,,"(33.9247, -118.2717)",90061
161822667,12/10/2016,12/10/2016,1620,18,Southeast,1824,761,BRANDISH WEAPON,0334 0906,33,M,B,408,AUTO SUPPLY STORE*,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761,,,,10000 S  CENTRAL                      AV,,"(33.9459, -118.2541)",90002
161822668,12/10/2016,12/10/2016,1620,18,Southeast,1824,761,BRANDISH WEAPON,334,38,M,B,408,AUTO SUPPLY STORE*,109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,761,,,,10000 S  CENTRAL                      AV,,"(33.9459, -118.2541)",90002
161822669,12/11/2016,12/11/2016,215,18,Southeast,1861,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1814 0419 0408 2000,35,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,,,,800 W  IMPERIAL                     HY,,"(33.931, -118.2893)",90044
161822670,12/10/2016,12/9/2016,2025,18,Southeast,1861,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),344,31,F,B,108,PARKING LOT,,,IC,Invest Cont,331,,,,CENTURY                      BL,HOOVER,"(33.9289, -118.287)",90044
161822672,12/10/2016,12/9/2016,1830,18,Southeast,1829,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,51,M,H,108,PARKING LOT,,,IC,Invest Cont,740,,,,2100 E  102ND                        ST,,"(33.9439, -118.2346)",90002
161822673,12/10/2016,10/10/2016,1145,18,Southeast,1842,624,BATTERY - SIMPLE ASSAULT,1316 0416 0913,37,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,10900 S  MAIN                         ST,,"(33.9374, -118.2739)",90061
161822674,12/10/2016,12/10/2016,800,18,Southeast,1802,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,30,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,745,,,,200 W  88TH                         PL,,"(33.9565, -118.2761)",90003
161822675,12/11/2016,12/11/2016,420,18,Southeast,1801,210,ROBBERY,0316 0342 0334 0337 0410 0432 0449 1302 1311 1822,57,M,H,101,STREET,102,HAND GUN,AO,Adult Other,210,,,,9000 S  FIGUEROA                     ST,,"(33.9555, -118.2871)",90044
161822676,12/10/2016,12/10/2016,2130,18,Southeast,1801,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1100,21,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1600    DENVER                       AV,,"(33.9594, -118.2839)",90044
161822680,12/11/2016,12/11/2016,30,18,Southeast,1827,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0913 0329 2000 1814,34,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,740,,,,9900    GRAHAM                       AV,,"(33.9465, -118.243)",90002
161822681,12/10/2016,12/10/2016,1830,18,Southeast,1836,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0419 0448 1276 1813,31,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1200 E  108TH                        ST,,"(33.9378, -118.2542)",90059
161822682,12/9/2016,12/9/2016,730,18,Southeast,1826,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 0216,30,M,H,406,OTHER STORE,,,IC,Invest Cont,442,,,,1600 E  103RD                        ST,,"(33.9485, -118.2461)",90002
161822683,12/10/2016,12/10/2016,400,18,Southeast,1846,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307 0913 1817 2000 1813,22,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,1500 E  115TH                        ST,,"(33.9303, -118.2487)",90059
161822684,12/10/2016,12/10/2016,1800,18,Southeast,1842,624,BATTERY - SIMPLE ASSAULT,0555 0602 0447 0913 1817,22,F,H,501,SINGLE FAMILY DWELLING,500,UNKNOWN WEAPON/OTHER WEAPON,AO,Adult Other,624,,,,200 E  111TH                        ST,,"(33.9348, -118.2717)",90061
161822685,12/10/2016,12/10/2016,1530,18,Southeast,1823,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1100 0334 0302 1300 0450 0906 0309 1309,22,M,H,122,"VEHICLE, PASSENGER/TRUCK",109,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,230,,,,CENTURY                      BL,AVALON,"(33.9456, -118.2652)",90003
161822686,12/10/2016,12/10/2016,1930,18,Southeast,1821,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 0416 1813 1243,46,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,,500 W  CENTURY                      BL,,"(33.9456, -118.2826)",90003
161822687,12/10/2016,12/10/2016,1830,18,Southeast,1836,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0416 2002 1206,52,F,B,121,YARD (RESIDENTIAL/BUSINESS),400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,10400    FIRTH                        AV,,"(33.9424, -118.2477)",90002
161822688,12/10/2016,12/10/2016,2000,18,Southeast,1824,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2000 1814,44,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,956,,,,600 E  103RD                        ST,,"(33.9438, -118.2652)",90003
161822690,12/11/2016,12/10/2016,1700,18,Southeast,1801,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,700 W  91ST                         ST,,"(33.9542, -118.2869)",90044
161822695,12/12/2016,12/10/2016,1750,18,Southeast,1849,210,ROBBERY,0344 0302,34,F,B,101,STREET,102,HAND GUN,IC,Invest Cont,210,,,,115TH,GRAPE,"(33.9305, -118.2363)",90059
161822696,12/11/2016,12/11/2016,1730,18,Southeast,1842,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1813 0446,31,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,100 E  111TH                        ST,,"(33.9348, -118.2739)",90061
161822699,12/11/2016,12/11/2016,900,18,Southeast,1801,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,1202 0603 0361 2126 1817 0913,77,M,B,501,SINGLE FAMILY DWELLING,511,VERBAL THREAT,AO,Adult Other,930,,,,500 W  89TH                         ST,,"(33.956, -118.2827)",90044
161822701,12/12/2016,12/12/2016,5,18,Southeast,1844,210,ROBBERY,1913 0344 0400 0302 0312 0342,30,M,H,104,DRIVEWAY,109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,210,,,,700 E  112TH                        ST,,"(33.9328, -118.2621)",90059
161822702,12/11/2016,12/10/2016,1330,18,Southeast,1849,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,32,F,H,101,STREET,,,IC,Invest Cont,420,,,,2200 E  112TH                        ST,,"(33.9334, -118.2335)",90059
161822703,12/10/2016,12/9/2016,1545,18,Southeast,1862,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1606 0344,33,M,B,101,STREET,,,IC,Invest Cont,420,,,,200 E  LANZIT                       AV,,"(33.9304, -118.2713)",90061
161822704,12/12/2016,12/11/2016,1555,18,Southeast,1863,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1501 1258 0421 0913 1817,13,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,11600    TOWNE                        AV,,"(33.9292, -118.2664)",90061
161822705,12/12/2016,12/11/2016,1555,18,Southeast,1863,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1501 0421 1258 1817 0913,12,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",201,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,IC,Invest Cont,230,,,,11600    TOWNE                        AV,,"(33.9292, -118.2664)",90061
161822706,12/12/2016,12/11/2016,1600,18,Southeast,1863,624,BATTERY - SIMPLE ASSAULT,1501 1258 0913 1817,13,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,11600    TOWNE                        AV,,"(33.9292, -118.2664)",90061
161822708,12/12/2016,12/12/2016,100,18,Southeast,1831,626,INTIMATE PARTNER - SIMPLE ASSAULT,0400 1814 2000,40,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,500 W  EL SEGUNDO                   BL,,"(33.9201, -118.2868)",90044
161822717,12/12/2016,12/11/2016,1550,18,Southeast,1837,900,VIOLATION OF COURT ORDER,1501,35,F,B,202,LIQUOR STORE,,,IC,Invest Cont,900,,,,11200    COMPTON                      AV,,"(33.933, -118.2463)",90059
161822727,12/12/2016,12/11/2016,1900,18,Southeast,1842,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,10800 S  MAIN                         ST,,"(33.9383, -118.2739)",90061
161822728,12/12/2016,12/11/2016,2230,18,Southeast,1821,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1419 1407 1212 1100 0450 0906,0,M,O,121,YARD (RESIDENTIAL/BUSINESS),109,SEMI-AUTOMATIC PISTOL,AA,Adult Arrest,231,998,,,500 W  99TH                         ST,,"(33.9465, -118.2826)",90003
